Name,X10_Chronic_KO_1_RNA,X11_Chronic_KO_2_RNA,X12_Chronic_KO_3_RNA,X1_Acute_Control_1_RNA,X2_Acute_Control_2_RNA,X3_Acute_Control_3_RNA,X4_Acute_KO_1_RNA,X5_Acute_KO_2_RNA,X6_Acute_KO_3_RNA,X7_Chronic_Control_1_RNA,X8_Chronic_Control_2_RNA,X9_Chronic_Control_3_RNA
ENSMUSG00000022708, 3.72538, 3.82861, 4.38338, 3.08845, 3.23811, 3.28590, 3.08260, 4.92605, 4.33550, 3.68967, 3.47450, 4.07230
ENSMUSG00000121064,-3.79798,-1.33558,-4.22489,-4.24235,-3.30506,-3.86321,-2.54107,-2.25730,-1.74522,-2.35428,-1.77799,-3.30015
ENSMUSG00000097368,-4.21427,-1.77087,-3.22504,-1.66498,-4.28854,-3.54495,-2.67653,-5.80927,-3.26358,-1.81385,-1.12012,-2.56943
ENSMUSG00000018286, 7.22344, 7.06299, 6.88421, 7.42494, 7.35802, 7.22296, 6.65754, 7.34578, 7.38870, 7.99641, 8.05975, 7.58154
ENSMUSG00000041438, 4.70759, 4.59596, 4.06176, 5.19219, 5.24813, 5.18650, 4.88441, 4.09462, 3.78016, 5.17311, 5.12300, 4.15188
ENSMUSG00000029363, 4.72441, 4.72730, 3.95306, 4.68323, 4.70344, 4.57579, 4.68898, 4.27653, 4.05004, 4.45847, 4.53361, 4.00621
ENSMUSG00000031309, 6.06995, 6.14243, 6.46015, 6.13477, 6.19626, 6.35946, 6.58534, 6.09913, 6.16012, 6.01596, 5.99412, 6.04359
ENSMUSG00000041278, 5.24742, 5.14279, 5.18703, 5.58039, 5.51222, 5.44088, 4.93612, 5.05204, 5.15351, 6.00442, 6.04194, 5.52342
ENSMUSG00000074516, 0.37548, 0.20543, 1.17854, 0.65574, 0.32343, 0.38611, 0.30368, 0.70045, 0.54919, 0.84410, 0.80290, 0.34839
ENSMUSG00000018599, 3.39061, 3.19393, 2.36976, 2.76356, 2.72652, 2.54064, 2.82802, 2.97145, 2.55195, 3.40985, 3.46627, 2.85433
ENSMUSG00000078931, 2.75262, 2.83911, 1.46598, 2.86755, 3.21757, 2.83621, 2.67294, 1.66666, 1.88180, 2.33052, 2.56929, 2.06539
ENSMUSG00000036550, 5.76657, 5.79811, 6.17818, 5.65293, 5.68483, 5.96112, 6.42370, 5.42723, 5.58034, 5.21927, 5.14807, 5.41780
ENSMUSG00000034059, 0.39538, 0.46114, 1.13237,-3.24690,-2.31339,-2.55231,-0.92694, 0.63085,-0.33192,-0.14164,-0.99375, 1.01887
ENSMUSG00000034818,-0.01315, 0.07015,-0.45258, 0.09476, 0.63352, 0.56215,-0.43139,-0.03729,-0.37163, 1.30482, 0.85422, 1.48349
ENSMUSG00000084111, 1.96725, 1.93968, 2.59073, 1.43054, 2.06522, 1.47636, 1.67349, 1.47144, 0.87185, 1.65347, 1.90501, 1.66197
ENSMUSG00000033216, 3.31165, 3.33585, 2.56054, 3.81466, 3.78514, 3.66149, 3.09305, 3.39532, 3.27220, 3.50100, 3.39586, 2.86431
ENSMUSG00000086859, 3.57643, 3.62244, 2.58217, 3.14091, 3.03892, 1.94523, 2.18912, 4.05032, 3.65480, 4.27728, 4.18348, 4.05351
ENSMUSG00000023781, 0.31407, 0.54856, 1.82648,-2.51176,-3.88174,-3.06373,-0.72986, 0.97776, 1.68290,-0.81401,-0.25308,-0.11770
ENSMUSG00000053950, 3.72341, 3.90514, 3.71145, 3.81646, 3.97602, 4.17371, 4.54796, 3.82151, 3.80041, 2.87585, 2.95740, 3.23382
ENSMUSG00000027176, 3.53890, 3.82686, 3.53415, 4.09730, 4.30646, 4.33637, 4.11096, 3.52567, 3.38375, 3.84941, 4.05960, 3.82896
ENSMUSG00000076760,-3.21177,-2.68564,-2.48813,-2.66346,-2.57475,-1.87701,-2.67653,-2.54880,-4.03551,-2.11334,-3.02181,-1.57413
ENSMUSG00000029238, 3.10660, 3.16655, 3.02274, 2.52998, 2.43788, 2.59024, 3.09825, 3.27215, 2.90763, 2.62880, 2.50652, 2.61912
ENSMUSG00000036658, 1.79814, 1.42429, 2.13822, 0.53895, 0.98894, 0.44121, 1.26576, 0.66607, 1.61339, 1.08070, 1.66746, 1.19794
ENSMUSG00000041459, 6.93049, 6.91396, 6.17711, 7.16376, 7.15937, 7.16940, 6.61125, 6.83933, 6.78869, 7.20108, 7.20775, 6.69333
ENSMUSG00000032998, 4.53779, 4.52445, 5.45018, 4.86490, 4.82380, 4.92253, 4.90754, 4.23755, 4.52992, 4.57063, 4.44153, 4.65099
ENSMUSG00000035601, 2.25556, 2.72365, 3.14114, 2.78203, 2.75886, 2.94507, 2.82489, 2.53506, 2.61935, 2.35076, 2.55902, 3.04193
ENSMUSG00000035726, 5.85771, 5.69123, 5.65389, 5.79431, 5.90668, 6.04319, 6.05677, 5.64421, 5.42745, 5.71527, 5.56485, 5.46120
ENSMUSG00000057836,-0.47268,-2.05031,-0.90323,-0.70636,-2.43816,-0.87933,-0.23560,-0.90394,-1.85352, 0.31519,-0.48853,-0.89783
ENSMUSG00000094526,-4.21427,-5.80927,-2.81004,-4.24235,-3.56477,-1.70760,-2.67653,-1.25282,-0.49780,-5.80927,-4.68440,-3.30015
ENSMUSG00000036990, 5.21419, 5.03566, 4.83010, 5.11050, 5.10245, 5.16620, 5.49616, 4.82352, 4.44673, 4.89493, 4.90914, 4.48946
ENSMUSG00000110730,-5.80927,-5.80927,-5.80927,-1.25032,-2.43816,-1.78982,-4.91130,-5.80927,-5.80927,-1.35450,-2.00304,-4.85430
ENSMUSG00000041774, 3.91483, 3.83905, 3.29576, 4.12939, 4.01967, 3.84125, 3.60672, 3.51605, 3.35970, 4.63396, 4.69008, 4.15730
ENSMUSG00000103968,-1.33548,-2.05031,-3.80993,-2.02711,-1.31757,-1.17835,-2.54107,-1.46503,-1.29989,-2.49174,-1.67739,-2.43278
ENSMUSG00000110618,-5.80927,-5.80927,-4.80971,-0.44345,-0.12354, 0.16387,-5.80927,-5.80927,-4.03551,-3.22838,-2.26981,-1.72561
ENSMUSG00000085241, 5.82690, 5.42166, 5.06714, 4.17063, 4.13092, 3.68260, 4.72806, 5.92336, 5.70430, 5.40319, 5.51921, 4.66344
ENSMUSG00000030881, 4.97725, 4.85797, 4.66660, 4.54406, 4.66604, 4.59008, 4.65235, 4.59019, 4.79613, 4.88715, 4.85977, 4.71767
ENSMUSG00000029787, 3.58295, 3.73853, 4.44015, 3.92682, 4.06635, 3.88497, 4.31781, 3.34459, 3.45360, 3.54120, 3.42444, 3.39858
ENSMUSG00000049001, 0.29301, 0.40602, 0.74445, 1.67152, 1.64840, 1.69617, 1.19960, 1.24561, 0.71004, 1.17456, 1.18336, 1.41270
ENSMUSG00000006057, 7.44938, 7.33960, 7.26516, 7.30217, 7.30502, 7.04559, 6.97364, 7.20153, 7.35545, 7.58512, 7.61568, 6.96342
ENSMUSG00000072847, 1.81302, 1.83924, 1.64929, 0.85034, 0.66419, 0.74846, 0.68153, 2.21662, 1.89859, 1.27334, 1.58885, 1.72175
ENSMUSG00000052137, 2.64035, 2.93633, 2.44252, 3.21891, 3.22788, 2.89001, 3.02918, 3.17770, 2.60407, 3.15164, 3.33996, 3.16818
ENSMUSG00000084333,-1.88834,-2.27207,-1.28655,-2.66346,-3.08504,-3.28437,-2.54107,-1.39077,-1.97063,-3.22838,-2.26981,-1.98760
ENSMUSG00000029304,10.98478,10.83997,10.18387,12.92135,12.87093,12.88081,10.92234,10.62643,10.81405,12.84471,12.93697,11.56243
ENSMUSG00000050605, 3.31165, 3.37225, 3.59286, 1.91190, 2.15435, 2.12427, 3.02918, 3.06347, 3.22638, 2.92056, 2.68719, 3.04486
ENSMUSG00000061104, 7.41079, 7.33761, 7.44045, 7.64513, 7.58037, 7.45640, 7.05624, 7.53775, 7.68983, 7.60092, 7.64527, 7.79522
ENSMUSG00000022521, 6.81771, 6.75946, 6.51684, 5.60394, 5.59415, 5.54569, 6.44706, 7.60196, 7.19648, 6.01239, 5.97058, 5.89041
ENSMUSG00000028730,-1.62514,-1.39961,-2.00273,-0.22115, 0.09485, 0.22795,-2.82604,-1.54332,-1.37863, 0.16320,-0.11508,-0.37516
ENSMUSG00000026655, 8.20752, 8.15449, 8.43540, 8.84838, 8.87253, 9.12227, 8.54223, 8.56425, 8.68350, 8.46189, 8.42150, 8.72294
ENSMUSG00000000028, 4.34658, 4.42976, 3.82648, 3.84133, 3.90556, 3.73132, 4.25521, 3.75968, 3.62232, 3.83151, 3.88759, 2.96361
ENSMUSG00000062328,12.16663,12.11717,12.36768,11.84348,11.79843,11.72907,11.44081,12.31617,12.45461,12.23677,12.23660,12.48642
ENSMUSG00000020325,-0.70721, 0.02209, 1.93132,-1.37575,-1.65350,-0.92506, 0.56624, 0.42009, 1.24449,-2.35428,-1.25864, 0.07800
ENSMUSG00000018796, 2.65693, 2.30866, 1.60771, 2.18605, 2.15435, 2.00131, 2.62333, 1.75108, 2.07884, 2.20823, 2.13682, 1.12232
ENSMUSG00000115457,-2.33616,-2.15693,-1.28655,-1.92771,-1.37879,-2.06900,-1.76121,-2.25730,-2.99193,-2.35428,-1.88613,-2.88902
ENSMUSG00000040848, 5.42674, 5.71646, 6.24581, 5.85751, 5.84359, 5.79257, 6.07830, 5.72263, 5.57708, 5.59576, 5.61344, 5.98951
ENSMUSG00000034037,-2.09495,-1.85814,-5.80927,-1.66498,-1.44272,-1.23482,-2.99286,-4.15587,-5.80927,-0.81401,-1.12012,-1.19671
ENSMUSG00000114835,-0.66538,-0.10558,-1.05523,-1.08052,-1.09578,-1.78982,-1.61796, 0.19747,-1.08658,-0.85980,-1.67739,-1.19671
ENSMUSG00000050973, 1.37559, 1.38682, 0.78977, 2.10033, 2.27849, 2.42693, 1.78727, 0.81471, 1.27053, 1.30482, 1.60891, 1.17674
ENSMUSG00000034789, 6.48189, 6.53570, 6.36259, 5.57457, 5.63489, 5.71503, 6.09269, 6.44289, 6.68513, 5.82201, 5.86351, 6.15385
ENSMUSG00000059824, 4.00341, 4.08697, 4.60454, 2.78936, 2.74816, 2.82934, 3.15172, 4.05365, 4.29960, 3.18867, 3.10241, 4.34841
ENSMUSG00000020415, 4.25968, 4.27430, 3.81556, 3.83072, 3.85992, 3.64789, 3.68308, 3.71203, 3.84007, 4.42186, 4.38885, 4.34248
ENSMUSG00000027589, 4.26509, 4.44351, 5.13749, 4.56874, 4.61984, 4.89318, 4.85554, 4.80981, 4.56715, 4.59630, 4.54015, 5.50971
ENSMUSG00000028049, 5.06684, 5.15886, 5.24378, 5.55429, 5.44921, 5.47318, 5.42607, 4.91420, 4.76785, 5.05929, 5.00969, 5.32748
ENSMUSG00000063406, 8.08984, 7.93884, 7.50783, 8.09117, 8.04356, 8.00491, 7.37646, 8.33318, 8.22059, 8.41534, 8.33005, 7.76690
ENSMUSG00000038578, 2.70158, 2.37713, 2.47062, 3.11492, 3.09347, 3.38526, 3.07471, 2.54455, 2.83534, 3.09274, 2.81788, 3.07096
ENSMUSG00000038069, 3.04178, 3.29346, 4.37597, 3.63326, 3.55080, 3.64006, 3.81678, 2.91767, 3.07210, 3.32028, 3.31880, 3.66730
ENSMUSG00000032336, 5.12387, 5.07447, 5.05867, 5.88853, 5.98014, 6.08452, 5.77053, 4.91328, 4.90817, 5.74665, 5.68605, 5.63210
ENSMUSG00000120896, 1.65689, 1.51391, 2.52524, 0.74883, 0.72365, 0.56215, 1.71468, 1.63145, 2.19215, 0.87239, 0.59738, 1.85455
ENSMUSG00000079509, 4.19017, 4.17614, 4.69467, 4.26820, 4.37180, 4.16555, 4.43542, 4.32829, 3.87018, 4.29959, 4.22631, 4.12722
ENSMUSG00000009741, 5.86976, 5.84333, 5.49135, 5.17132, 5.22453, 5.01321, 5.37719, 5.79898, 5.29499, 5.49646, 5.49785, 5.50067
ENSMUSG00000025950, 4.00341, 4.17614, 3.98101, 2.58572, 2.56929, 2.89001, 4.21031, 3.84475, 3.87867, 2.59948, 2.19769, 3.31613
ENSMUSG00000038415,-1.09437,-0.95279,-0.19542,-1.83471,-0.44501, 0.05031, 0.63937, 0.99171, 1.45212,-1.49199,-1.05555,-0.61295
ENSMUSG00000003134,-0.62473,-0.33674,-1.00276, 0.11822, 0.09485, 0.26915, 0.15199, 0.01828,-0.25562, 0.09281,-0.14836, 0.47540
ENSMUSG00000079111, 6.12797, 6.10867, 6.53137, 6.00868, 6.15332, 6.23601, 5.97437, 6.06820, 6.45119, 6.14765, 6.17403, 6.36016
ENSMUSG00000114456,-1.09437,-1.33558,-2.00273,-1.37575,-1.99313,-1.96982,-0.92694,-0.62321,-2.56620,-0.45649,-0.82280,-1.37311
ENSMUSG00000035248, 6.07111, 6.06967, 6.55890, 5.98655, 6.10557, 6.20848, 6.28586, 6.41048, 6.15271, 6.01517, 5.91828, 6.29154
ENSMUSG00000027466, 7.04968, 7.05219, 6.86471, 7.36479, 7.39977, 7.31435, 7.09706, 7.18815, 7.20241, 7.08293, 7.09115, 7.28473
ENSMUSG00000021701, 2.53663, 2.48301, 2.22328, 3.32097, 3.25080, 3.25291, 1.54235, 1.35757, 1.59290, 3.49646, 3.54907, 3.17621
ENSMUSG00000043487,-0.06660,-0.81545,-0.41781, 0.04669, 0.61793, 0.42307,-0.46166,-0.35263,-0.49780, 1.56957, 1.24874, 1.04251
ENSMUSG00000022841, 7.76872, 7.72703, 7.56787, 8.13351, 8.14313, 8.08414, 7.92792, 7.64728, 7.72733, 7.71075, 7.70328, 7.45224
ENSMUSG00000029217, 4.62677, 4.37341, 4.86051, 3.75980, 3.90717, 3.92418, 4.59835, 4.81668, 5.49664, 4.50099, 4.40328, 4.56486
ENSMUSG00000023092,-3.79798,-4.83513,-3.80993,-2.66346,-2.57475,-2.70350,-1.68781,-2.13102,-2.09808,-3.81294,-3.62579,-3.30015
ENSMUSG00000091625, 5.32535, 5.24971, 5.49591, 5.60394, 5.49098, 5.37223, 4.86624, 5.04370, 5.14121, 5.88715, 5.90921, 5.70982
ENSMUSG00000053477, 6.36595, 6.23494, 6.24750, 5.69106, 5.60506, 5.94770, 5.98353, 6.85348, 7.05992, 6.42305, 6.32377, 6.01326
ENSMUSG00000064356, 7.00363, 6.90114, 7.57693, 6.46308, 6.62686, 6.39391, 6.29692, 7.18701, 7.32238, 8.04741, 8.08592, 7.77199
ENSMUSG00000027384, 3.10055, 3.46056, 3.35978, 3.29033, 3.11583, 3.13809, 2.97370, 2.82333, 2.86555, 3.27331, 3.28491, 3.21574
ENSMUSG00000027882, 2.63617, 2.63455, 3.65542, 2.94827, 2.91686, 3.38057, 3.20087, 1.90642, 2.32852, 2.18586, 2.03672, 2.89385
ENSMUSG00000022199, 0.69745, 1.16132, 0.64929,-3.50902,-3.30506,-3.28437,-0.34421, 0.70045, 0.31907,-1.35450,-0.57640,-0.40683
ENSMUSG00000084274,-1.20990,-0.73065,-1.35068,-1.58705,-1.31757,-1.12401,-1.42666,-1.01113,-0.33192,-0.64410,-0.93449,-1.31188
ENSMUSG00000032067, 4.83329, 4.77248, 4.46131, 5.03087, 5.07560, 4.78285, 4.93248, 5.37165, 4.70002, 4.99882, 5.12562, 5.36429
ENSMUSG00000090266, 4.36814, 4.32965, 4.84359, 5.08246, 5.14725, 5.34178, 4.62560, 4.37958, 4.77923, 4.87497, 4.93022, 5.27419
ENSMUSG00000079283, 3.73322, 3.68744, 3.42347, 3.61070, 3.51759, 3.38760, 3.59574, 3.80185, 3.91420, 3.59524, 3.57988, 3.57306
ENSMUSG00000052926, 5.31755, 5.18160, 4.70555, 4.85010, 4.83817, 4.72110, 4.83856, 5.06447, 5.11361, 4.85561, 4.89389, 4.85166
ENSMUSG00000021385, 2.88872, 3.06347, 2.44252, 3.44207, 3.40858, 3.07270, 3.25772, 3.06347, 2.65437, 3.07764, 3.07743, 2.65789
ENSMUSG00000068252,-2.98902,-5.80927,-4.80971,-0.88134,-0.77457,-1.02111,-5.80927,-0.75676,-2.39273,-1.49199,-0.77004,-0.04117
ENSMUSG00000024213, 6.55946, 6.50132, 6.36883, 6.37912, 6.32331, 6.31313, 6.35507, 6.76615, 6.84284, 6.08897, 6.13781, 6.29554
ENSMUSG00000030325,-3.21177,-3.84823,-4.22489,-0.25089,-0.81630,-0.26542,-3.39860,-5.80927,-5.80927,-0.42173,-0.14836, 0.50973
ENSMUSG00000087390,-3.47530,-2.85483,-5.80927,-1.58705,-3.88174,-4.27215,-3.65424,-2.91450,-4.03551,-2.11334,-1.67739,-4.85430
ENSMUSG00000121675,-2.98902,-3.52894,-5.80927,-0.13546,-4.85718, 0.54548, 0.48920,-5.80927,-5.80927,-5.80927,-5.80927,-5.80927
ENSMUSG00000030406, 4.37568, 4.56485, 4.54850,-1.44280,-0.47812, 0.44121, 4.38952, 5.36497, 5.78893, 0.33566, 0.04072, 2.39873
ENSMUSG00000095042, 1.03852, 1.08149, 2.18985, 0.93201, 0.90153, 1.51111, 1.78082, 0.63085, 0.65180, 0.96725, 0.65639, 1.47483
ENSMUSG00000037692, 5.35105, 5.33209, 5.63487, 4.63324, 4.68486, 5.29331, 5.32162, 5.13608, 5.54010, 5.15307, 5.17017, 5.35959
ENSMUSG00000021156, 5.56441, 5.67141, 5.93553, 5.73487, 5.76794, 5.81621, 5.85279, 5.82939, 5.62832, 5.70793, 5.60971, 6.00576
ENSMUSG00000003721, 3.30902, 3.47402, 4.70457, 3.52117, 3.56102, 3.98262, 3.84333, 3.32544, 3.79817, 3.20822, 3.47995, 3.96660
ENSMUSG00000090035, 2.08834, 2.26286, 1.45664, 2.52998, 2.62882, 2.44950, 2.73097, 1.68394, 2.12951, 1.98028, 1.83009, 1.14433
ENSMUSG00000022582, 0.97381, 1.50519, 1.13237, 2.95806, 3.03306, 3.13531, 4.28856, 4.06853, 3.99840, 0.43383, 0.44949, 0.52659
ENSMUSG00000075273,-0.50922,-1.68858,-1.05523,-1.44280,-0.81630,-1.29359,-1.05956,-1.90745,-0.18315,-1.49199,-1.49507,-1.03954
ENSMUSG00000023505, 5.60717, 5.63791, 5.03613, 4.86923, 4.84822, 4.44933, 5.13445, 5.71476, 5.21345, 5.27529, 5.00875, 4.77347
ENSMUSG00000071303,-0.88784,-0.61213,-0.95214,-0.92862,-1.50962,-1.70760,-1.15527,-1.01113,-0.90078,-0.64410,-0.21732,-0.72823
ENSMUSG00000020900,-0.54670,-0.61213,-0.56220,-1.66498,-1.65350,-2.41548,-2.30321,-4.15587,-1.85352,-0.11363, 0.33373,-0.72823
ENSMUSG00000116097, 3.25830, 3.16931, 3.90924, 2.80750, 2.63657, 3.14087, 3.01551, 3.30045, 3.64737, 2.96721, 2.94167, 3.98044
ENSMUSG00000000276, 3.03228, 3.03650, 2.40902, 2.50796, 2.41100, 2.14655, 2.89226, 2.54455, 2.09350, 2.75191, 2.94956, 1.94512
ENSMUSG00000025875,-1.62514,-0.85979,-0.95214,-0.70636,-0.23233,-0.45366,-0.34421,-0.31781,-1.37863,-2.00645,-1.25864,-2.19309
ENSMUSG00000105416,-1.40263,-3.26766,-2.64013,-2.83300,-4.28854,-3.06373,-2.41725,-2.54880,-1.97063,-2.11334,-3.02181,-2.88902
ENSMUSG00000094733,-1.54710,-1.61073,-1.72263,-1.66498,-0.44501,-0.48756,-1.61796,-0.95654,-0.08086, 0.99324, 0.42707, 0.30995
ENSMUSG00000073448, 4.58188, 4.55749, 3.73288, 4.32473, 4.36248, 4.41303, 4.41265, 4.47576, 4.14458, 3.87235, 3.83959, 2.97287
ENSMUSG00000050002, 5.10964, 5.16094, 5.27200, 5.06446, 5.00995, 4.87912, 5.00553, 5.33382, 5.15525, 5.05235, 4.98208, 5.34125
ENSMUSG00000068748,-5.80927,-4.83513,-5.80927,-1.92771,-1.81335,-1.55601,-5.80927,-3.73250,-5.80927,-3.49125,-3.29243,-4.85430
ENSMUSG00000023966, 1.90613, 1.93320, 2.36478, 1.21907, 1.02484, 0.91344, 1.72815, 2.57266, 2.02633, 1.48965, 1.08654, 2.52156
ENSMUSG00000101355,-1.47306,-1.27428,-4.22489,-0.10798, 0.00184,-0.70966,-1.61796,-0.42490,-1.85352,-0.17020,-0.99375,-2.88902
ENSMUSG00000040599, 4.23504, 4.36018, 4.14550, 4.27865, 4.30525, 4.21382, 4.30887, 4.17933, 4.16207, 4.01081, 3.85856, 3.99868
ENSMUSG00000026657, 3.63620, 3.47625, 3.49363, 3.93510, 3.90717, 3.84125, 3.32133, 2.56802, 2.62440, 4.25462, 4.37574, 3.81701
ENSMUSG00000033948, 0.43438, 0.63099, 1.58217,-1.08052,-1.50962,-1.12401, 0.78829, 0.46077, 1.17727,-2.22879,-2.59736,-2.43278
ENSMUSG00000031387, 3.16863, 3.19393, 3.01322, 0.85034, 1.03661, 1.10762, 2.50308, 2.80369, 3.09777, 2.05005, 1.93710, 1.96381
ENSMUSG00000022744, 4.32599, 4.15401, 4.58646, 4.16360, 4.25827, 4.31194, 4.53556, 3.74328, 4.08531, 4.08822, 4.04126, 3.59920
ENSMUSG00000036644, 5.59754, 5.68063, 5.42587, 6.23068, 6.19494, 6.28610, 6.16320, 5.55015, 5.63209, 5.45906, 5.56741, 5.78619
ENSMUSG00000012296, 4.74297, 4.77157, 5.18703, 4.35836, 4.23802, 4.40150, 5.01312, 4.25066, 4.42516, 4.18303, 4.20176, 4.20522
ENSMUSG00000084131,-1.20990,-0.85979,-1.16626,-2.02711,-1.31757,-2.17551,-1.55133,-2.54880,-1.29989,-1.17011,-2.26981,-1.14239
ENSMUSG00000121107, 2.82044, 2.95245, 2.22328, 3.18322, 3.16760, 3.18727, 3.14672, 2.93221, 2.94852, 2.99642, 2.94956, 2.77188
ENSMUSG00000078765, 4.66313, 4.64638, 4.28525, 4.41271, 4.33295, 4.09571, 4.26101, 4.69195, 4.61366, 4.81155, 4.87951, 4.67766
ENSMUSG00000038954, 4.36688, 4.46164, 5.07097, 4.34227, 4.40850, 4.42789, 4.05459, 4.71840, 4.69762, 4.61420, 4.65554, 5.11955
ENSMUSG00000117814,-2.47380,-2.27207,-1.90320,-1.74735,-1.44272,-1.70760,-1.48765,-2.72009,-2.39273,-0.90711,-1.18772,-1.64789
ENSMUSG00000040957, 2.59374, 2.94280, 3.91607, 3.24311, 3.17294, 4.30453, 2.80912, 2.91401, 3.26898, 3.21927, 3.35785, 4.10213
ENSMUSG00000042590, 4.78129, 4.80835, 5.07020, 4.60965, 4.61494, 4.88161, 4.76938, 4.70259, 5.00246, 4.71820, 4.50044, 4.58411
ENSMUSG00000091575, 2.95727, 2.95884, 2.58217, 4.21345, 4.18744, 2.95457, 3.07998, 3.60494, 2.82220, 4.25462, 4.23117, 4.14916
ENSMUSG00000037321, 7.25391, 7.47478, 8.30757, 7.49254, 7.45701, 7.66947, 7.84841, 7.39237, 7.55002, 6.65192, 6.66170, 7.90538
ENSMUSG00000018537, 5.14387, 5.17680, 5.40538, 4.28254, 4.29180, 4.30824, 4.76366, 5.24854, 5.22098, 4.58566, 4.57880, 4.79451
ENSMUSG00000091754, 0.56313, 0.51423, 0.09676,-0.79120,-0.12354,-0.48756,-0.49259,-0.21812,-2.23790,-0.08615,-0.28975,-1.03954
ENSMUSG00000030101, 3.40786, 3.40307, 3.31397, 3.67734, 3.47929, 3.39460, 3.42424, 2.95374, 2.96854, 3.69760, 3.79651, 3.24405
ENSMUSG00000047045, 3.75649, 3.70467, 3.79162, 4.56980, 4.42315, 4.79612, 4.26217, 3.29483, 3.66220, 3.37814, 3.68990, 3.60318
ENSMUSG00000054280, 3.44175, 3.50713, 3.13530, 4.21345, 4.25071, 4.14909, 4.04655, 3.43159, 3.04595, 3.59099, 3.71557, 3.30884
ENSMUSG00000061143, 4.30247, 4.35412, 4.61821, 2.33360, 2.18111, 2.49796, 4.64793, 4.80587, 4.92466, 3.20822, 2.83501, 3.44810
ENSMUSG00000026547, 8.79002, 8.76864, 8.62994, 8.88974, 8.86605, 8.92556, 9.09651, 9.13451, 9.18975, 8.25823, 8.19621, 8.84910
ENSMUSG00000044786, 5.65129, 5.76655, 6.27698, 5.60446, 5.33768, 5.80093, 5.47433, 4.85629, 5.38861, 6.13421, 6.10288, 7.11500
ENSMUSG00000042369, 4.42371, 4.40303, 4.39930, 5.17831, 5.09473, 5.17841, 5.09859, 4.02341, 4.13398, 4.11806, 4.17004, 3.92269
ENSMUSG00000038936, 4.32209, 4.41005, 4.97039, 3.09141, 2.97613, 3.30336, 4.21510, 4.04364, 4.56453, 3.12543, 3.33695, 3.55674
ENSMUSG00000041684, 2.55001, 2.58164, 3.38214, 2.05851, 2.34627, 2.48490, 3.24137, 2.07312, 2.30352, 1.91378, 2.14371, 2.68443
ENSMUSG00000048920, 3.85320, 3.80039, 3.61402, 4.64842, 4.76133, 4.87412, 4.36385, 3.57976, 3.66220, 4.05467, 4.44990, 3.65394
ENSMUSG00000030774, 1.27174, 1.08149, 2.09072,-1.02809,-2.09219,-1.96982, 0.96938, 1.08574, 1.23129,-0.05918,-0.66997,-0.06623
ENSMUSG00000071662, 6.03271, 6.08071, 6.20143, 6.17306, 6.19001, 6.26016, 6.13472, 5.74390, 5.95467, 5.88845, 6.04838, 6.14056
ENSMUSG00000092029,-3.21177,-3.04653,-1.81009,-2.24918,-1.25884,-0.59434,-0.84485,-5.80927,-4.03551,-2.00645,-3.02181,-2.72039
ENSMUSG00000025745, 5.69911, 5.88382, 6.26767, 6.14693, 6.22900, 6.50961, 6.28672, 5.56188, 5.70132, 5.54888, 5.59219, 5.86205
ENSMUSG00000021226, 3.37817, 3.46506, 3.49135, 3.32350, 3.41761, 3.28841, 3.52803, 3.43414, 3.25600, 3.94240, 3.99247, 3.28674
ENSMUSG00000017670, 6.76490, 6.67432, 5.97775, 7.53168, 7.58789, 7.77479, 7.27053, 6.94929, 7.10719, 6.71210, 6.68786, 6.49370
ENSMUSG00000041798, 0.39538, 0.90722, 1.87636,-2.37450,-1.20242, 0.51156, 0.56624, 1.97823, 2.56253,-1.81385,-0.82280, 1.30931
ENSMUSG00000096472, 6.60103, 6.85280, 7.61192, 5.75511, 5.79591, 6.17603, 6.91998, 7.10998, 7.59176, 5.79963, 5.72448, 6.90074
ENSMUSG00000059834, 4.22395, 4.20737, 4.19968, 3.47877, 3.54874, 3.63416, 4.18611, 4.26222, 3.96491, 3.48506, 3.27867, 3.23894
ENSMUSG00000021963, 3.17440, 2.77892, 2.96134, 3.22433, 3.05058, 3.02540, 2.97370, 3.55179, 3.33524, 2.96064, 3.10241, 3.13007
ENSMUSG00000025154, 3.46783, 3.63647, 3.44015, 3.17206, 3.30046, 3.46941, 3.88753, 3.96805, 3.76651, 3.18303, 2.94956, 3.00631
ENSMUSG00000038462, 6.79424, 6.81671, 7.00323, 6.68322, 6.73127, 6.81381, 6.86043, 6.85396, 6.99113, 6.65090, 6.66529, 6.75812
ENSMUSG00000089998,-1.15098,-1.05220,-1.35068,-1.83471,-1.90044,-4.27215,-1.36815,-1.12692,-1.46192,-0.90711,-0.62243,-1.43706
ENSMUSG00000002109, 3.01951, 3.19664, 3.27200, 3.18322, 3.03306, 3.21652, 2.89525, 2.84654, 1.50790, 2.95404, 3.04098, 3.37084
ENSMUSG00000079043, 2.76797, 2.63055, 1.86228, 2.58992, 2.59738, 2.34742, 2.49522, 1.91376, 1.67317, 2.63294, 2.71983, 1.79317
ENSMUSG00000022125, 4.25832, 4.32223, 4.69963, 4.22430, 4.18612, 4.28333, 4.40218, 3.96805, 4.20489, 4.16169, 4.23924, 4.18677
ENSMUSG00000038963, 5.43638, 5.39596, 5.01878, 5.39721, 5.38045, 5.13520, 5.38731, 5.34269, 5.16222, 5.39469, 5.39547, 5.50334
